flight_number,airline_name,departure_airport,departure_city,departure_country,departure_time,arrival_airport,arrival_city,arrival_country,duration_hours
QF8551,Qantas,Sydney Airport,Sydney,Australia,5:36 PM,Melbourne Airport,Melbourne,Australia,2.88
AZ1212,Alitalia,Leonardo da Vinci International,Rome,Italy,2:17 PM,Charles de Gaulle,Paris,France,17.22
ET9810,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,5:09 AM,Hamad International,Doha,Qatar,4.67
AM9697,Aeroméxico,Benito Juárez International,Mexico City,Mexico,12:11 PM,El Dorado International,Bogotá,Colombia,9.28
DL8854,Delta Air Lines,John F. Kennedy International,New York,USA,1:47 AM,Miami International,Miami,USA,4.72
QF4469,Qantas,Sydney Airport,Sydney,Australia,9:43 PM,Melbourne Airport,Melbourne,Australia,21.09
AF5854,Air France,Charles de Gaulle,Paris,France,3:19 AM,Frankfurt Airport,Frankfurt,Germany,3.76
ET8300,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,8:21 AM,Zurich Airport,Zurich,Switzerland,3.42
UA5069,United Airlines,Los Angeles International,Los Angeles,USA,11:04 AM,San Francisco International,San Francisco,USA,21.62
NZ8001,Air New Zealand,Auckland Airport,Auckland,New Zealand,2:25 PM,Sydney Airport,Sydney,Australia,21.33
WN3368,Southwest Airlines,Los Angeles International,Los Angeles,USA,11:28 PM,San Francisco International,San Francisco,USA,4.07
CX8450,Cathay Pacific,Hong Kong International,Hong Kong,China,8:38 AM,Changi,Singapore,Singapore,7.37
TG6378,Thai Airways,Suvarnabhumi,Bangkok,Thailand,6:33 AM,Haneda,Tokyo,Japan,20.03
UA9725,United Airlines,Los Angeles International,Los Angeles,USA,8:36 PM,San Francisco International,San Francisco,USA,23.3
KE5048,Korean Air,Incheon International,Seoul,South Korea,2:59 PM,Haneda,Tokyo,Japan,14.5
KL4057,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,2:03 AM,Charles de Gaulle,Paris,France,4.57
IB2561,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,4:29 PM,Cairo International,Cairo,Egypt,3.03
QR7416,Qatar Airways,Hamad International,Doha,Qatar,9:54 AM,Suvarnabhumi,Bangkok,Thailand,7.82
NZ5311,Air New Zealand,Auckland Airport,Auckland,New Zealand,4:19 AM,Sydney Airport,Sydney,Australia,12.9
EK7739,Emirates,Dubai International,Dubai,UAE,4:46 PM,Hamad International,Doha,Qatar,12.35
QF4866,Qantas,Sydney Airport,Sydney,Australia,8:00 AM,Melbourne Airport,Melbourne,Australia,9.4
AA4201,American Airlines,John F. Kennedy International,New York,USA,3:34 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,17.28
IB2634,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,1:36 PM,Jomo Kenyatta International,Nairobi,Kenya,9.03
UA3730,United Airlines,Los Angeles International,Los Angeles,USA,9:47 AM,San Francisco International,San Francisco,USA,21.78
DL5874,Delta Air Lines,John F. Kennedy International,New York,USA,3:06 PM,Los Angeles International,Los Angeles,USA,2.96
UA8281,United Airlines,Los Angeles International,Los Angeles,USA,8:14 PM,San Francisco International,San Francisco,USA,3.12
SQ2818,Singapore Airlines,Changi,Singapore,Singapore,7:14 PM,Beijing Capital International,Beijing,China,12.51
SQ4039,Singapore Airlines,Changi,Singapore,Singapore,3:56 PM,Beijing Capital International,Beijing,China,7.22
UA8235,United Airlines,Los Angeles International,Los Angeles,USA,10:24 AM,San Francisco International,San Francisco,USA,3.95
AV5545,Avianca,El Dorado International,Bogotá,Colombia,12:08 PM,O'Hare International,Chicago,USA,15.73
AZ7072,Alitalia,Leonardo da Vinci International,Rome,Italy,4:37 PM,Charles de Gaulle,Paris,France,20.55
CX9953,Cathay Pacific,Hong Kong International,Hong Kong,China,10:14 AM,Sydney Airport,Sydney,Australia,20.33
NZ3828,Air New Zealand,Auckland Airport,Auckland,New Zealand,10:14 PM,Sydney Airport,Sydney,Australia,5.99
LH7901,Lufthansa,Frankfurt Airport,Frankfurt,Germany,9:25 AM,Charles de Gaulle,Paris,France,7.15
KE8496,Korean Air,Incheon International,Seoul,South Korea,1:03 AM,Sydney Airport,Sydney,Australia,1.27
AV8136,Avianca,El Dorado International,Bogotá,Colombia,4:48 AM,O'Hare International,Chicago,USA,21.6
AV1895,Avianca,El Dorado International,Bogotá,Colombia,7:47 AM,O'Hare International,Chicago,USA,13.22
AI2869,Air India,Indira Gandhi International,Delhi,India,5:24 PM,Suvarnabhumi,Bangkok,Thailand,16.57
TG8956,Thai Airways,Suvarnabhumi,Bangkok,Thailand,8:14 AM,Changi,Singapore,Singapore,20.65
ET1450,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,11:52 PM,Copenhagen Airport,Copenhagen,Denmark,23.15
SQ5078,Singapore Airlines,Changi,Singapore,Singapore,3:36 AM,Beijing Capital International,Beijing,China,10.96
DL4434,Delta Air Lines,John F. Kennedy International,New York,USA,4:58 AM,São Paulo/Guarulhos International,São Paulo,Brazil,8.72
WN2160,Southwest Airlines,Los Angeles International,Los Angeles,USA,4:29 AM,John F. Kennedy International,New York,USA,7.55
AV2580,Avianca,El Dorado International,Bogotá,Colombia,11:20 PM,O'Hare International,Chicago,USA,3.37
QF3102,Qantas,Sydney Airport,Sydney,Australia,3:36 PM,Melbourne Airport,Melbourne,Australia,4.01
ET3233,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,5:13 AM,Hamad International,Doha,Qatar,8.36
SK3956,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,10:21 PM,Charles de Gaulle,Paris,France,5.38
AZ6013,Alitalia,Leonardo da Vinci International,Rome,Italy,3:11 AM,Charles de Gaulle,Paris,France,16.69
LH9851,Lufthansa,Frankfurt Airport,Frankfurt,Germany,2:41 PM,Charles de Gaulle,Paris,France,13.78
IB2507,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,9:03 PM,Charles de Gaulle,Paris,France,6.88
NZ7733,Air New Zealand,Auckland Airport,Auckland,New Zealand,8:47 AM,Sydney Airport,Sydney,Australia,20.59
QR2115,Qatar Airways,Hamad International,Doha,Qatar,7:39 AM,Bole International,Addis Ababa,Ethiopia,5.47
AM1067,Aeroméxico,Benito Juárez International,Mexico City,Mexico,7:08 PM,O'Hare International,Chicago,USA,8.38
QR4818,Qatar Airways,Hamad International,Doha,Qatar,11:05 PM,Bole International,Addis Ababa,Ethiopia,15.41
AV7276,Avianca,El Dorado International,Bogotá,Colombia,2:42 PM,O'Hare International,Chicago,USA,2.5
LH8572,Lufthansa,Frankfurt Airport,Frankfurt,Germany,9:24 AM,Charles de Gaulle,Paris,France,9.7
SA3812,South African Airways,O.R. Tambo International,Johannesburg,South Africa,12:36 PM,Charles de Gaulle,Paris,France,23.99
KE2644,Korean Air,Incheon International,Seoul,South Korea,2:31 AM,Beijing Capital International,Beijing,China,8.86
AI6971,Air India,Indira Gandhi International,Delhi,India,9:22 AM,Amsterdam Airport Schiphol,Amsterdam,Netherlands,4.79
NH9885,All Nippon Airways,Haneda,Tokyo,Japan,7:26 AM,Incheon International,Seoul,South Korea,22.87
TG8512,Thai Airways,Suvarnabhumi,Bangkok,Thailand,9:42 AM,Changi,Singapore,Singapore,20.93
NZ6947,Air New Zealand,Auckland Airport,Auckland,New Zealand,11:10 AM,Sydney Airport,Sydney,Australia,10.26
AV4401,Avianca,El Dorado International,Bogotá,Colombia,11:05 AM,O'Hare International,Chicago,USA,5.35
SQ1726,Singapore Airlines,Changi,Singapore,Singapore,10:04 PM,El Dorado International,Bogotá,Colombia,6.18
WN8327,Southwest Airlines,Los Angeles International,Los Angeles,USA,4:31 PM,Seattle-Tacoma International,Seattle,USA,2.16
BA7302,British Airways,Heathrow,London,UK,5:49 AM,Charles de Gaulle,Paris,France,19.23
WN2104,Southwest Airlines,Los Angeles International,Los Angeles,USA,1:13 AM,Seattle-Tacoma International,Seattle,USA,2.59
SQ4254,Singapore Airlines,Changi,Singapore,Singapore,7:43 PM,Beijing Capital International,Beijing,China,21.5
TG4162,Thai Airways,Suvarnabhumi,Bangkok,Thailand,2:06 PM,Changi,Singapore,Singapore,20.45
BA4494,British Airways,Heathrow,London,UK,12:31 PM,Amsterdam Airport Schiphol,Amsterdam,Netherlands,10.3
CX5129,Cathay Pacific,Hong Kong International,Hong Kong,China,1:54 AM,Dubai International,Dubai,UAE,16.22
ET5834,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,8:48 PM,Hamad International,Doha,Qatar,3.21
AI3110,Air India,Indira Gandhi International,Delhi,India,7:25 AM,Chhatrapati Shivaji International,Mumbai,India,7.45
AA2833,American Airlines,John F. Kennedy International,New York,USA,12:06 AM,Hartsfield-Jackson Atlanta,Atlanta,USA,23.59
